NodeID, Q1, Q2, P1, P2, DeltaQ, DeltaP, MinOp Violated, Count, No1 Src initial %, No1 Src final %, BACKUP Src initial %, BACKUP Src final %, Chk Initial Src Impact Total %, Chk Final Src Impact Total %
No21,-6250,-6253,442.2058,442.0105,3,0.195343,False,0,100,100,0,0,100,100
CD_4HP,0,-3,514.3875,514.2836,3,0.1038208,False,0,100,100,0,0,100,100
CD_1HP,-0.6,-3.6,125,125,3,0,False,0,100,100,0,0,100,100
CD_1_HP,0,-3,117.2899,117.2393,3,0.05054474,False,0,100,100,0,0,100,100
CD_2HP,0,-3,98.53891,98.44301,3,0.09590149,False,0,100,100,0,0,100,100
CD_5_HP,-0.24,-3.24,91.0803,90.97088,3,0.1094208,False,0,100,100,0,0,100,100
CD_12_HP,0,-3,504.9585,504.844,3,0.1145325,False,0,100,100,0,0,100,100
CD_2_HP,-0.336,-3.336,113.6174,113.5483,3,0.06915283,False,0,100,100,0,0,100,100
CD_3_HP,0,-3,107.3997,107.3091,3,0.09059906,False,0,100,100,0,0,100,100
CD_4_HP,-0.144,-3.144,99.5737,99.47601,3,0.0976944,False,0,100,100,0,0,100,100
CD_6_HP,-0.624,-3.624,87.14713,87.03581,3,0.1113205,False,0,100,100,0,0,100,100
CD_7_HP,-0.408,-3.408,77.32892,77.23366,3,0.09526062,False,0,100,99.99999,0,0,100,99.99999
CD_8_HP,-0.544,-3.544,70,70,3,0,False,0,96.20908,95.35231,3.790921,4.647697,100,100
CD_9_HP,0,-3,56.75548,56.49311,3,0.2623749,False,0,96.20908,95.35231,3.790921,4.647697,100,100
CD_10_HP,0,-3,53.25681,52.91622,3,0.3405838,False,0,96.20908,95.35231,3.790921,4.647697,100,100
CD_11_HP,0,-3,47.44292,46.96068,3,0.4822426,False,0,96.20908,95.35231,3.790921,4.647697,100,100
CD_3HP,-333.332,-336.332,40.15374,39.46654,3,0.6872025,False,0,96.20908,95.35231,3.790921,4.647697,100,100
CD_20_HP,0,-3,124.6943,124.6943,3,7.629395E-06,False,0,100,100,0,0,100,100
CD_19_HP,0,-3,124.4586,124.4471,3,0.01146698,False,0,100,99.99999,0,0,100,99.99999
CD_14_HP,0,-3,124.0998,124.0716,3,0.02816772,False,0,100,100,0,0,100,100
CD_15_HP,0,-3,121.6186,121.4987,3,0.119957,False,0,100,99.99999,0,0,100,99.99999
CD_13_HP,0,-3,117.8125,117.6298,3,0.1827011,False,0,100,100,0,0,100,100
CD_17_HP,-0.592,-3.592,116.5337,116.3508,3,0.1828918,False,0,100,100,0,0,100,100
CD_16_HP,0,-3,114.6221,114.4643,3,0.1577911,False,0,100,99.99998,0,0,100,99.99998
CD_18_HP,-0.672,-3.672,113.6208,113.489,3,0.1318436,False,0,100,100,0,0,100,100
CD_1_IP,0,-3,60,60,3,0,False,0,100,100,0,0,100,100
CD_11_IP,-1.368,-4.368,59.57892,59.53679,3,0.0421257,False,0,100,100,0,0,100,100
CD_12_IP,-0.864,-3.864,59.48755,59.38943,3,0.09811783,False,0,100,100,0,0,100,100
CD_17_IP,-2.76,-5.76,59.43657,59.38678,3,0.04978943,False,0,100,100,0,0,100,100
CD_15_IP,-0.816,-3.816,59.25985,59.21296,3,0.04688263,False,0,100,100,0,0,100,100
CD_32_IP,-8.712,-11.712,59.226,59.18444,3.000001,0.04156113,False,0,100,99.99999,0,0,100,99.99999
CD_14_IP,-2.232,-5.232,59.25696,59.20012,3,0.05683899,False,0,100,100,0,0,100,100
CD_34_IP,-0.984,-3.984,59.25861,59.20794,3,0.05066681,False,0,100,100,0,0,100,100
CD_31_IP,-0.48,-3.48,59.40744,59.34761,3,0.05983734,False,0,100,99.99999,0,0,100,99.99999
CD_2_IP,-1.464,-4.464,60,60,3,0,False,0,100,100,0,0,100,100
CD_13_IP,-2.76,-5.76,59.22448,59.18493,3,0.03955078,False,0,100,100,0,0,100,100
CD_44_IP,-2.376,-5.376,58.48708,58.40468,3,0.08240128,False,0,99.99999,100,0,0,99.99999,100
CD_20_IP,-0.552,-3.552,55.63274,55.50025,3,0.1324959,False,0,99.99999,100,0,0,99.99999,100
CD_19_IP,-0.936,-3.936,55.60599,55.46657,3,0.1394196,False,0,99.99999,100,0,0,99.99999,100
CD_21_IP,-0.288,-3.288,55.57213,55.43212,3,0.1400146,False,0,99.99999,100,0,0,99.99999,100
CD_43_IP,-1.008,-4.008,55.54527,55.40752,3,0.1377487,False,0,99.99999,100,0,0,99.99999,100
CD_22_IP,-1.56,-4.56,55.50083,55.37715,3,0.1236763,False,0,99.99999,99.99998,0,0,99.99999,99.99998
CD_23_IP,-0.672,-3.672,58.38726,58.31801,3,0.06924438,False,0,100,100,0,0,100,100
CD_3_IP,-2.136,-5.136,60,60,3,0,False,0,100,100,0,0,100,100
CD_25_IP,-0.96,-3.96,58.56773,57.83128,3,0.7364502,False,0,100,100,0,0,100,100
CD_24_IP,0,-3,58.56723,57.78804,3,0.7791862,False,0,0,100,0,0,0,100
CD_26_IP,-2.136,-5.136,57.37171,55.66489,3,1.706818,False,0,100,100,0,0,100,100
CD_18_IP,-1.872,-4.872,59.39225,59.32387,3,0.06837463,False,0,100,100,0,0,100,100
CD_28_IP,-0.624,-3.624,59.32903,59.12494,3,0.2040863,False,0,100,100,0,0,100,100
CD_27_IP,-0.864,-3.864,59.30238,58.75639,3,0.5459862,False,0,100,99.99999,0,0,100,99.99999
CD_29_IP,-1.824,-4.824,59.1942,58.36915,3,0.8250465,False,0,100,99.99999,0,0,100,99.99999
CD_16_IP,-1.848,-4.848,59.25888,59.20533,3,0.05354691,False,0,100,100,0,0,100,100
CD_30_IP,-1.752,-4.752,59.25888,59.20757,3,0.05131149,False,0,100,100,0,0,100,100
CD_33_IP,-2.712,-5.712,59.22484,59.1403,3,0.08454132,False,0,100,100,0,0,100,100
CD_35_IP,-0.984,-3.984,56.9167,54.33573,3,2.580967,False,0,100,100,0,0,100,100
CD_36_IP,0,-3,56.91721,54.25037,3,2.666836,False,0,0,100,0,0,0,100
CD_37_IP,-2.808,-5.808,56.59253,53.09645,3,3.496078,False,0,100,100,0,0,100,100
CD_38_IP,-1.944,-4.944,57.2104,54.79068,3,2.41972,False,0,100,100,0,0,100,100
CD_39_IP,-1.536,-4.536,55.46351,55.27049,3,0.1930199,False,0,99.99999,100,0,0,99.99999,100
CD_42_IP,-0.312,-3.312,55.47076,55.27052,3,0.2002411,False,0,99.99999,100,0,0,99.99999,100
CD_40_IP,-0.552,-3.552,55.45698,55.14469,3,0.3122864,False,0,99.99999,100,0,0,99.99999,100
CD_41_IP,-1.344,-4.344,55.43077,54.9352,3,0.495575,False,0,99.99999,100,0,0,99.99999,100
CD_45_IP,-1.152,-4.152,58.42234,57.78541,3,0.6369286,False,0,99.99999,99.99999,0,0,99.99999,99.99999
CD_116_IP,-0.76,-3.76,101.7831,101.6844,3,0.09875488,False,0,100,99.99999,0,0,100,99.99999
CD_87_IP,-0.648,-3.648,90.16536,90.05518,3,0.1101837,False,0,100,100,0,0,100,100
CD_92_HP,-0.624,-3.624,112.4469,112.3628,3,0.08408356,False,0,100,99.99999,0,0,100,99.99999
CD_71_IP,-0.312,-3.312,55.95793,55.83856,3,0.1193657,False,0,100,100,0,0,100,100
CD_48_IP,-1.824,-4.824,60,60,3,0,False,0,100,99.99999,0,0,100,99.99999
CD_54_IP,-0.408,-3.408,58.3948,58.34048,3,0.05431747,False,0,100,100,0,0,100,100
CD_50_IP,-0.936,-3.936,56.41385,56.31415,3,0.09970093,False,0,100,100,0,0,100,100
CD_61_IP,-2.328,-5.328,56.87761,56.76884,3,0.1087685,False,0,100,100,0,0,100,100
CD_49_IP,-1.32,-4.32,56.72592,56.63027,3,0.09564972,False,0,100,100,0,0,100,100
CD_64_IP,-1.296,-4.296,56.60434,56.50888,3,0.0954628,False,0,100,99.99998,0,0,100,99.99998
CD_81_IP,-1.944,-4.944,56.71271,56.6118,3,0.1009064,False,0,100,100,0,0,100,100
CD_52_IP,-2.472,-5.472,56.7348,56.62301,3,0.1117897,False,0,100,100,0,0,100,100
CD_51_IP,-2.16,-5.16,56.72993,56.60059,3,0.1293411,False,0,100,100,0,0,100,100
CD_53_IP,-2.832,-5.831999,58.54416,58.43031,2.999999,0.1138458,False,0,100,100,0,0,100,100
CD_58_IP,-2.04,-5.04,57.49682,57.40854,3,0.08827972,False,0,100,99.99999,0,0,100,99.99999
CD_69_IP,-1.8,-4.8,59.31355,59.25626,3,0.05728912,False,0,100,99.99998,0,0,100,99.99998
CD_55_IP,-1.656,-4.656,58.11687,58.06781,3,0.04905701,False,0,100,100,0,0,100,100
CD_68_IP,-1.32,-4.32,58.19555,58.1371,3,0.05844879,False,0,100,99.99999,0,0,100,99.99999
CD_56_IP,-1.968,-4.968,58.40068,58.34293,3,0.05774689,False,0,100,100,0,0,100,100
CD_153_IP,-2.256,-5.256,58.38968,58.3308,3,0.05887985,False,0,100,100,0,0,100,100
CD_57_IP,-1.44,-4.44,56.51155,56.42275,3,0.08879852,False,0,100,99.99998,0,0,100,99.99998
CD_59_IP,-0.504,-3.504,57.44817,57.36901,3,0.07915115,False,0,100,99.99999,0,0,100,99.99999
CD_62_IP,-1.344,-4.344,56.82555,56.73027,3,0.09527969,False,0,100,100,0,0,100,100
CD_66_IP,-0.888,-3.888,57.44781,57.34163,3,0.1061745,False,0,100,100,0,0,100,100
CD_60_IP,-1.2,-4.2,57.75949,57.67009,3,0.08940506,False,0,100,100,0,0,100,100
CD_76_IP,-2.52,-5.52,57.74662,57.61022,3,0.1364021,False,0,100,100,0,0,100,100
CD_65_IP,-2.304,-5.304,56.7805,56.62334,3,0.1571617,False,0,100,100,0,0,100,100
CD_63_IP,-2.784,-5.783999,56.7142,56.379,2.999999,0.3352013,False,0,100,100,0,0,100,100
CD_67_IP,-2.64,-5.64,57.84647,57.76125,3,0.08522034,False,0,100,100,0,0,100,100
CD_70_IP,-0.36,-3.36,59.31063,59.11499,3,0.1956406,False,0,100,100,0,0,100,100
CD_74_IP,-2.52,-5.52,56.12,55.38148,3,0.7385139,False,0,100,100,0,0,100,100
CD_72_IP,-33.57873,-36.43636,52.67101,51.85226,1.696362,0.8187485,False,0,100,99.99999,0,0,100,99.99999
CD_73_IP,0,-3,52.6707,51.77928,3,0.8914223,False,0,0,100,0,0,0,100
CD_75_IP,0,-3,56.12007,55.33898,3,0.7810936,False,0,0,100,0,0,0,100
CD_77_IP,-2.04,-5.04,58.11737,58.06824,3,0.0491333,False,0,100,100,0,0,100,100
CD_78_IP,-2.616,-5.616,58.03923,57.91518,3,0.1240501,False,0,100,99.99999,0,0,100,99.99999
CD_79_IP,-0.6959999,-3.696,56.70813,56.60499,3,0.103138,False,0,100,99.99999,0,0,100,99.99999
CD_80_IP,-0.576,-3.576,56.71671,56.43533,3,0.2813797,False,0,100,100,0,0,100,100
CD_82_IP,0,-3,56.71269,56.56506,3,0.1476326,False,0,0,99.99998,0,0,0,99.99998
CD_83_IP,-1.584,-4.584,58.231,58.1628,3,0.06820297,False,0,100,100,0,0,100,100
CD_86_IP,-1.656,-4.656,58.16115,58.0956,3,0.06555176,False,0,100,100,0,0,100,100
CD_84_IP,-0.36,-3.36,58.12386,58.07336,3,0.05049515,False,0,100,100,0,0,100,100
CD_85_IP,-2.28,-5.28,58.14602,58.08296,3,0.06305695,False,0,100,99.99999,0,0,100,99.99999
CD_142_IP,-2.64,-5.64,58.11098,58.05177,3,0.05921173,False,0,100,100,0,0,100,100
CD_88_IP,0,-3,58.16118,58.05974,3,0.1014404,False,0,0,100,0,0,0,100
CD_89_IP,0,-3,60,60,3,0,False,0,100,100,0,0,100,100
CD_90_IP,-0.648,-3.648,58.62954,58.59826,3,0.03128052,False,0,100,99.99999,0,0,100,99.99999
CD_146_IP,-1.944,-4.944,57.88953,57.80402,3,0.08551788,False,0,100,99.99999,0,0,100,99.99999
CD_94_HP,0,-3,114.5247,114.4596,3,0.06508636,False,0,100,99.99999,0,0,100,99.99999
CD_93_HP,-390.8512,-393.7088,116.2768,116.2281,118.7088,0.0486145,False,0,100,100,0,0,100,100
CD_95_HP,-122.5196,-125.4484,114.493,114.428,30.44843,0.06504059,False,0,100,100,0,0,100,100
CD_91_IP,-0.6959999,-3.696,56.60609,56.49641,3,0.1096725,False,0,100,100,0,0,100,100
CD_102_IP,-0.72,-3.72,56.57311,56.4769,3,0.09621048,False,0,99.99998,100,0,0,99.99998,100
CD_96_IP,-1.848,-4.848,57.61192,57.53813,3,0.07378387,False,0,100,100,0,0,100,100
CD_155_IP,-2.376,-5.376,58.50513,58.47385,3,0.03128052,False,0,100,100,0,0,100,100
CD_97_IP,-1.392,-4.392,57.61063,57.52859,3,0.08204651,False,0,100,100,0,0,100,100
CD_98_IP,-2.568,-5.567999,56.6027,56.51939,2.999999,0.08330154,False,0,100,100,0,0,100,100
CD_150_IP,-0.744,-3.744,56.82829,56.74388,3,0.08440399,False,0,100,99.99998,0,0,100,99.99998
CD_101_IP,-0.816,-3.816,55.61174,55.50079,3,0.1109428,False,0,100,100,0,0,100,100
CD_99_IP,-1.56,-4.56,52.89498,52.75265,3,0.1423302,False,0,100,100,0,0,100,100
CD_100_IP,-2.472,-5.472,52.33992,52.14162,3,0.198307,False,0,99.99998,100,0,0,99.99998,100
CD_159_IP,-0.6959999,-3.696,54.57883,54.46614,3,0.11269,False,0,100,99.99998,0,0,100,99.99998
CD_137_IP,-0.48,-3.48,56.5708,56.47596,3,0.09484482,False,0,99.99998,100,0,0,99.99998,100
CD_149_IP,-1.008,-4.008,55.55011,55.37991,3,0.1702003,False,0,100,100,0,0,100,100
CD_103_IP,-2.256,-5.256,56.9616,56.84872,3,0.1128845,False,0,100,100,0,0,100,100
CD_136_IP,-0.432,-3.432,56.63268,56.51659,3,0.1160812,False,0,100,100,0,0,100,100
CD_109_IP,-2.328,-5.328,58.1133,58.05782,3,0.05548477,False,0,99.99999,99.99998,0,0,99.99999,99.99998
CD_113_IP,-1.728,-4.728,58.11353,58.01624,3,0.09728622,False,0,100,99.99999,0,0,100,99.99999
CD_108_IP,-1.512,-4.512,54.61428,53.84505,3,0.7692337,False,0,99.99999,100,0,0,99.99999,100
CD_106_IP,-11.592,-14.592,52.81562,51.87946,4.752,0.9361572,False,0,99.99999,100,0,0,99.99999,100
CD_110_IP,-0.984,-3.984,57.5663,57.44091,3,0.1253891,False,0,99.99999,100,0,0,99.99999,100
CD_111_IP,-2.424,-5.424,54.54286,53.5438,3,0.9990616,False,0,99.99999,100,0,0,99.99999,100
CD_112_IP,-1.704,-4.704,57.21508,57.10995,3,0.1051292,False,0,100,100,0,0,100,100
CD_115_IP,-1.512,-4.512,59.2152,59.14119,3,0.07400894,False,0,100,99.99999,0,0,100,99.99999
CD_114_IP,-0.432,-3.432,59.21118,58.99557,3,0.2156105,False,0,100,100,0,0,100,100
CD_118_IP,-0.144,-3.144,101.7821,101.6827,3,0.09936523,False,0,100,99.99999,0,0,100,99.99999
CD_117_IP,-9.74,-12.74,101.7818,101.6823,3.000001,0.09952545,False,0,100,99.99999,0,0,100,99.99999
CD_119_IP,-0.504,-3.504,101.7821,101.682,3,0.1000977,False,0,100,99.99999,0,0,100,99.99999
CD_125_IP,-1.704,-4.704,59.00743,58.93747,3,0.06996155,False,0,100,100,0,0,100,100
CD_120_IP,-8.786,-11.786,57.65427,57.53644,3.455999,0.1178284,False,0,99.99998,100,0,0,99.99998,100
CD_122_IP,-0.864,-3.864,57.64121,57.52229,3,0.1189194,False,0,100,100,0,0,100,100
CD_121_IP,-1.728,-4.728,58.62191,58.48293,3,0.1389809,False,0,99.99999,100,0,0,99.99999,100
CD_123_IP,-2.496,-5.496,58.62835,58.54218,3,0.0861702,False,0,100,99.99999,0,0,100,99.99999
CD_128_IP,-2.88,-5.88,58.33271,58.22947,3,0.103241,False,0,100,99.99999,0,0,100,99.99999
CD_124_IP,-2.328,-5.328,58.63215,58.51214,3,0.1200104,False,0,100,100,0,0,100,100
CD_126_IP,-0.864,-3.864,58.74042,58.65809,3,0.0823288,False,0,100,99.99999,0,0,100,99.99999
CD_127_IP,-2.496,-5.496,58.65913,58.3293,3,0.3298225,False,0,100,100,0,0,100,100
CD_130_IP,-2.16,-5.16,58.10452,57.99161,3,0.1129074,False,0,100,100,0,0,100,100
CD_129_IP,-2.28,-5.28,58.2533,57.87875,3,0.3745537,False,0,100,99.99999,0,0,100,99.99999
CD_133_IP,-9.147377,-12.00501,57.66161,57.54918,3.675009,0.1124229,False,0,100,100,0,0,100,100
CD_131_IP,-0.888,-3.888,58.08767,57.76913,3,0.3185463,False,0,100,100,0,0,100,100
CD_132_IP,0,-3,58.2533,57.84397,3,0.4093285,False,0,0,99.99999,0,0,0,99.99999
CD_134_IP,-24.47518,-27.33281,52.06908,50.62701,2.332811,1.44207,False,0,100,100,0,0,100,100
CD_135_IP,-15.4899,-18.34753,49.76737,47.68115,4.017531,2.086224,False,0,99.99999,100,0,0,99.99999,100
CD_144_IP,-1.68,-4.68,56.57278,56.48172,3,0.09105301,False,0,100,100,0,0,100,100
CD_138_IP,-0.888,-3.888,55.55646,55.3469,3,0.2095604,False,0,100,100,0,0,100,100
CD_140_IP,-1.344,-4.344,56.15944,55.93813,3,0.2213135,False,0,99.99998,99.99999,0,0,99.99998,99.99999
CD_139_IP,-2.736,-5.736,56.076,55.85666,3,0.2193375,False,0,99.99997,99.99999,0,0,99.99997,99.99999
CD_141_IP,0,-3,56.07591,55.8223,3,0.2536087,False,0,0,99.99998,0,0,0,99.99998
CD_143_IP,-0.984,-3.984,57.52634,57.43187,3,0.09447479,False,0,100,100,0,0,100,100
CD_148_IP,-2.208,-5.208,56.58425,56.49743,3,0.08682251,False,0,100,100,0,0,100,100
CD_145_IP,-2.568,-5.567999,55.50856,55.30825,2.999999,0.2003136,False,0,100,100,0,0,100,100
CD_147_IP,0,-3,57.88953,57.75576,3,0.1337662,False,0,0,99.99999,0,0,0,99.99999
CD_151_IP,-0.7679999,-3.768,55.7298,55.39351,3,0.3362961,False,0,100,100,0,0,100,100
CD_152_IP,-0.816,-3.816,58.44852,58.3429,3,0.105629,False,0,100,100,0,0,100,100
CD_154_IP,-0.552,-3.552,60,60,3,0,False,0,100,100,0,0,100,100
CD_156_IP,-0.288,-3.288,58.62971,58.60508,3,0.02462769,False,0,100,100,0,0,100,100
CD_170_IP,-2.64,-5.64,58.58012,58.55258,3,0.02754593,False,0,100,100,0,0,100,100
CD_181_IP,-2.568,-5.567999,58.0961,58.05718,2.999999,0.03891754,False,0,100,100,0,0,100,100
CD_157_IP,-0.6,-3.6,55.41483,55.32883,3,0.08599854,False,0,100,100,0,0,100,100
CD_158_IP,-2.088,-5.088,55.20195,55.1104,3,0.09154892,False,0,100,100,0,0,100,100
CD_169_IP,-1.488,-4.488,55.24158,55.141,3,0.1005859,False,0,100,99.99998,0,0,100,99.99998
CD_160_IP,-1.92,-4.92,54.69408,54.57767,3,0.1164131,False,0,100,100,0,0,100,100
CD_166_IP,-2.232,-5.232,54.63445,54.51849,3,0.1159515,False,0,100,99.99999,0,0,100,99.99999
CD_178_IP,-1.488,-4.488,55.63424,55.31456,3,0.3196869,False,0,100,100,0,0,100,100
CD_161_IP,-2.496,-5.496,55.39296,55.18902,3,0.2039413,False,0,100,99.99999,0,0,100,99.99999
CD_164_IP,-1.464,-4.464,54.80857,54.63364,3,0.1749344,False,0,100,100,0,0,100,100
CD_162_IP,-1.728,-4.728,56.21805,56.14331,3,0.07474136,False,0,100,100,0,0,100,100
CD_172_IP,-0.456,-3.456,55.72777,55.44794,3,0.2798271,False,0,100,100,0,0,100,100
CD_163_IP,-2.4,-5.4,54.59811,54.27546,3,0.3226547,False,0,100,100,0,0,100,100
CD_165_IP,-0.792,-3.792,54.65002,54.49641,3,0.153614,False,0,100,100,0,0,100,100
CD_167_IP,-1.248,-4.248,54.7774,54.36153,3,0.4158745,False,0,100,100,0,0,100,100
CD_168_IP,-0.984,-3.984,56.01814,55.84665,3,0.1714859,False,0,100,100,0,0,100,100
CD_174_IP,-1.8,-4.8,58.56646,58.53788,3,0.0285759,False,0,100,99.99998,0,0,100,99.99998
CD_171_IP,-2.256,-5.256,56.02238,55.84849,3,0.173893,False,0,100,100,0,0,100,100
CD_173_IP,-1.152,-4.152,55.70351,55.21569,3,0.4878235,False,0,100,100,0,0,100,100
CD_176_IP,-2.424,-5.424,58.55359,58.52402,3,0.02957153,False,0,100,100,0,0,100,100
CD_175_IP,-2.64,-5.64,58.51505,58.33967,3,0.1753845,False,0,100,99.99998,0,0,100,99.99998
CD_177_IP,0,-3,58.55359,58.51561,3,0.03797913,False,0,0,100,0,0,0,100
CD_179_IP,-1.992,-4.992,55.60543,55.16681,3,0.4386215,False,0,100,100,0,0,100,100
CD_185_IP,-2.592,-5.592,55.23199,55.11768,3,0.1143112,False,0,100,100,0,0,100,100
CD_182_IP,-0.504,-3.504,58.03897,57.97723,3,0.06173706,False,0,100,100,0,0,100,100
CD_183_IP,-2.328,-5.328,54.54246,54.32465,3,0.2178116,False,0,100,100,0,0,100,100
CD_188_IP,-0.648,-3.648,54.21162,53.90497,3,0.3066483,False,0,100,99.99999,0,0,100,99.99999
CD_187_IP,-1.392,-4.392,54.66855,54.38126,3,0.2872849,False,0,100,100,0,0,100,100
CD_186_IP,-2.064,-5.064,55.33524,55.1623,3,0.1729393,False,0,100,100,0,0,100,100
CD_184_IP,0,-3,54.6686,54.35601,3,0.3125916,False,0,0,100,0,0,0,100
CD_193_IP,-2.04,-5.04,53.9538,53.58221,3,0.371582,False,0,100,100,0,0,100,100
CD_189_IP,-1.32,-4.32,54.18165,53.66175,3,0.5199013,False,0,100,99.99999,0,0,100,99.99999
CD_190_IP,-0.576,-3.576,53.61911,52.75277,3,0.8663406,False,0,100,100,0,0,100,100
CD_191_IP,-2.88,-5.88,53.62473,52.901,3,0.7237282,False,0,100,99.99998,0,0,100,99.99998
CD_192_IP,0,-3,53.62473,52.84874,3,0.7759895,False,0,0,100,0,0,0,100
CD_180_IP,0,-3,53.95364,53.57424,3,0.3794022,False,0,0,99.99998,0,0,0,99.99998
CD_194_IP,-2.184,-5.184,53.77409,53.35908,3,0.4150124,False,0,100,99.99998,0,0,100,99.99998
CD_195_IP,-2.496,-5.496,53.20319,52.46764,3,0.7355461,False,0,100,100,0,0,100,100
CD_92_IP,-2.736,-5.736,52.69097,52.52864,3,0.1623268,False,0,100,99.99999,0,0,100,99.99999
CD_47_IP,-0.672,-3.672,53.35824,53.22753,3,0.1307106,False,0,100,99.99999,0,0,100,99.99999
CD_46_IP,-0.648,-3.648,52.45184,52.30618,3,0.1456566,False,0,100,99.99999,0,0,100,99.99999
CD_93_IP,-0.744,-3.744,52.34252,52.16454,3,0.1779747,False,0,99.99999,100,0,0,99.99999,100
CD_107_IP,-1.224,-4.224,54.29007,54.05507,3,0.2350044,False,0,100,100,0,0,100,100
CD_196_IP,-0.312,-3.312,54.11367,53.7997,3,0.3139687,False,0,99.99999,99.99998,0,0,99.99999,99.99998
CD_94_IP,-2.616,-5.616,52.88836,52.60728,3,0.2810745,False,0,99.99999,100,0,0,99.99999,100
